ID_Venta,Fecha,Mes,Mes_Nombre,Trimestre,Día_Semana,ID_Cliente,Cliente,Tipo_Cliente,Ruta,Municipio,Zona,Vendedor,Producto,Categoría,Cantidad_Cajas,Precio_Caja,Costo_Caja,Descuento_%,Precio_Final,Total_Venta,Costo_Total,Utilidad
V02480,2023-07-29,7,July,T3,Saturday,C011,Superete El Rincón,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Costeña Litro x12,Cerveza,7,55000,43000,0,55000.0,385000.0,301000,84000.0
V02481,2023-07-29,7,July,T3,Saturday,C056,Tienda El Rincón,Tienda,Ruta La Unión,La Unión,Vereda El Carmen,Luis Hernández,Electrolit x12,Electrolit,5,55000,40000,0,55000.0,275000.0,200000,75000.0
V02482,2023-07-29,7,July,T3,Saturday,C028,Restaurante La Esquina,Restaurante,Ruta Caimito,Caimito,Vereda Las Flores,Carlos Martínez,Póker Lata x30,Cerveza,4,70000,56000,0,70000.0,280000.0,224000,56000.0
V02483,2023-07-29,7,July,T3,Saturday,C020,Restaurante El Amigo,Restaurante,Ruta Caimito,Caimito,Vereda Pueblito,Jhon Pérez,Electrolit x12,Electrolit,10,55000,40000,0,55000.0,550000.0,400000,150000.0
V02484,2023-07-31,7,July,T3,Monday,C024,Superete Don Jorge,Superete,Ruta Caimito,Caimito,Vereda San Pedro,Jhon Pérez,Póker Botella x30,Cerveza,3,66000,52000,0,66000.0,198000.0,156000,42000.0
V02485,2023-07-31,7,July,T3,Monday,C065,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda Cañaveral,Andrés Díaz,Póker Lata x30,Cerveza,3,70000,56000,0,70000.0,210000.0,168000,42000.0
V02486,2023-07-31,7,July,T3,Monday,C090,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,Vereda Buenavista,Andrés Díaz,Póker Lata x30,Cerveza,1,70000,56000,5,66500.0,66500.0,56000,10500.0
V02487,2023-07-31,7,July,T3,Monday,C080,Minimercado La Pola,Minimercado,Ruta San Marcos,San Marcos,Barrio La Esperanza,Luis Hernández,Costeña Litro x12,Cerveza,6,55000,43000,0,55000.0,330000.0,258000,72000.0
V02488,2023-07-31,7,July,T3,Monday,C062,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Jhon Pérez,Club Colombia x24,Cerveza,2,85000,68000,0,85000.0,170000.0,136000,34000.0
V02489,2023-07-31,7,July,T3,Monday,C095,Tienda Doña Carmen,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Jhon Pérez,Malta Pony x30,Malta,6,48000,36000,0,48000.0,288000.0,216000,72000.0
V02490,2023-07-31,7,July,T3,Monday,C040,Minimercado El Pariente,Minimercado,Ruta La Unión,La Unión,La Unión Centro,Jhon Pérez,Agua Cristal 600ml x24,Agua,4,22000,15000,0,22000.0,88000.0,60000,28000.0
V02491,2023-07-31,7,July,T3,Monday,C110,Minimercado El Paisa,Minimercado,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Carlos Martínez,Águila Lata x30,Cerveza,1,72000,58000,2,70560.0,70560.0,58000,12560.0
V02492,2023-07-31,7,July,T3,Monday,C089,Tienda Doña Carmen,Tienda,Ruta San Marcos,San Marcos,Vereda Buenavista,Luis Hernández,Póker Botella x30,Cerveza,9,66000,52000,2,64680.0,582120.0,468000,114120.0
V02493,2023-08-01,8,August,T3,Tuesday,C019,Tienda Doña Carmen,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Jhon Pérez,Malta Leona x30,Malta,10,46000,35000,0,46000.0,460000.0,350000,110000.0
V02494,2023-08-01,8,August,T3,Tuesday,C100,Superete El Amigo,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Club Colombia x24,Cerveza,9,85000,68000,5,80750.0,726750.0,612000,114750.0
V02495,2023-08-01,8,August,T3,Tuesday,C013,Superete Don Jorge,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Póker Lata x30,Cerveza,7,70000,56000,0,70000.0,490000.0,392000,98000.0
V02496,2023-08-01,8,August,T3,Tuesday,C039,Restaurante El Pariente,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Luis Hernández,Costeña x30,Cerveza,8,60000,47000,0,60000.0,480000.0,376000,104000.0
V02497,2023-08-01,8,August,T3,Tuesday,C103,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Malta Pony x30,Malta,7,48000,36000,0,48000.0,336000.0,252000,84000.0
V02498,2023-08-01,8,August,T3,Tuesday,C095,Tienda Doña Carmen,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Andrés Díaz,Electrolit x12,Electrolit,2,55000,40000,0,55000.0,110000.0,80000,30000.0
V02499,2023-08-01,8,August,T3,Tuesday,C043,Superete Doña Carmen,Superete,Ruta La Unión,La Unión,Vereda El Paraíso,Andrés Díaz,Malta Leona x30,Malta,2,46000,35000,0,46000.0,92000.0,70000,22000.0
V02500,2023-08-01,8,August,T3,Tuesday,C058,Bar/Estadero El Campesino,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Agua Cristal 1.5L x12,Agua,3,28000,19000,0,28000.0,84000.0,57000,27000.0
V02501,2023-08-01,8,August,T3,Tuesday,C063,Bar/Estadero El Vecino,Bar/Estadero,Ruta La Unión,La Unión,Vereda Cañaveral,Andrés Díaz,Costeña x30,Cerveza,7,60000,47000,2,58800.0,411600.0,329000,82600.0
V02502,2023-08-01,8,August,T3,Tuesday,C045,Bar/Estadero La Pola,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Paraíso,Jhon Pérez,Club Colombia x24,Cerveza,5,85000,68000,0,85000.0,425000.0,340000,85000.0
V02503,2023-08-01,8,August,T3,Tuesday,C070,Restaurante El Vecino,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Malta Pony x30,Malta,9,48000,36000,5,45600.0,410400.0,324000,86400.0
V02504,2023-08-01,8,August,T3,Tuesday,C033,Minimercado Don Jorge,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Andrés Díaz,Malta Pony x30,Malta,2,48000,36000,0,48000.0,96000.0,72000,24000.0
V02505,2023-08-01,8,August,T3,Tuesday,C085,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Malta Pony x30,Malta,6,48000,36000,0,48000.0,288000.0,216000,72000.0
V02506,2023-08-01,8,August,T3,Tuesday,C047,Minimercado El Campesino,Minimercado,Ruta La Unión,La Unión,Vereda Mata de Caña,Luis Hernández,Águila Lata x30,Cerveza,8,72000,58000,5,68400.0,547200.0,464000,83200.0
V02507,2023-08-01,8,August,T3,Tuesday,C059,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Agua Cristal 600ml x24,Agua,3,22000,15000,2,21560.0,64680.0,45000,19680.0
V02508,2023-08-01,8,August,T3,Tuesday,C002,Restaurante El Paisa,Restaurante,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Malta Pony x30,Malta,9,48000,36000,5,45600.0,410400.0,324000,86400.0
V02509,2023-08-01,8,August,T3,Tuesday,C106,Bar/Estadero El Pariente,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Jhon Pérez,Club Colombia x24,Cerveza,8,85000,68000,0,85000.0,680000.0,544000,136000.0
V02510,2023-08-01,8,August,T3,Tuesday,C046,Minimercado Don Jorge,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Jhon Pérez,Club Colombia x24,Cerveza,1,85000,68000,0,85000.0,85000.0,68000,17000.0
V02511,2023-08-01,8,August,T3,Tuesday,C091,Minimercado El Amigo,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Jhon Pérez,Póker Botella x30,Cerveza,5,66000,52000,2,64680.0,323400.0,260000,63400.0
V02512,2023-08-01,8,August,T3,Tuesday,C067,Tienda Don Jorge,Tienda,Ruta La Unión,La Unión,Vereda Cañaveral,Jhon Pérez,Águila Lata x30,Cerveza,8,72000,58000,0,72000.0,576000.0,464000,112000.0
V02513,2023-08-02,8,August,T3,Wednesday,C046,Minimercado Don Jorge,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Carlos Martínez,Agua Cristal 1.5L x12,Agua,3,28000,19000,0,28000.0,84000.0,57000,27000.0
V02514,2023-08-02,8,August,T3,Wednesday,C085,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Póker Lata x30,Cerveza,4,70000,56000,0,70000.0,280000.0,224000,56000.0
V02515,2023-08-02,8,August,T3,Wednesday,C107,Tienda El Pariente,Tienda,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Andrés Díaz,Club Colombia x24,Cerveza,4,85000,68000,0,85000.0,340000.0,272000,68000.0
V02516,2023-08-02,8,August,T3,Wednesday,C001,Tienda El Pariente,Tienda,Ruta Caimito,Caimito,Caimito Centro,Andrés Díaz,Costeña x30,Cerveza,4,60000,47000,5,57000.0,228000.0,188000,40000.0
V02517,2023-08-02,8,August,T3,Wednesday,C007,Tienda La Esquina,Tienda,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Costeña Litro x12,Cerveza,7,55000,43000,0,55000.0,385000.0,301000,84000.0
V02518,2023-08-02,8,August,T3,Wednesday,C033,Minimercado Don Jorge,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Club Colombia x24,Cerveza,10,85000,68000,0,85000.0,850000.0,680000,170000.0
V02519,2023-08-02,8,August,T3,Wednesday,C018,Tienda El Rincón,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Carlos Martínez,Malta Pony x30,Malta,7,48000,36000,5,45600.0,319200.0,252000,67200.0
V02520,2023-08-02,8,August,T3,Wednesday,C045,Bar/Estadero La Pola,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Paraíso,Luis Hernández,Malta Pony x30,Malta,3,48000,36000,5,45600.0,136800.0,108000,28800.0
V02521,2023-08-02,8,August,T3,Wednesday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Club Colombia x24,Cerveza,3,85000,68000,0,85000.0,255000.0,204000,51000.0
V02522,2023-08-02,8,August,T3,Wednesday,C101,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Club Colombia x24,Cerveza,5,85000,68000,0,85000.0,425000.0,340000,85000.0
V02523,2023-08-02,8,August,T3,Wednesday,C110,Minimercado El Paisa,Minimercado,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Luis Hernández,Malta Pony x30,Malta,8,48000,36000,2,47040.0,376320.0,288000,88320.0
V02524,2023-08-02,8,August,T3,Wednesday,C065,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda Cañaveral,Luis Hernández,Costeña Litro x12,Cerveza,7,55000,43000,0,55000.0,385000.0,301000,84000.0
V02525,2023-08-02,8,August,T3,Wednesday,C086,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Agua Cristal 1.5L x12,Agua,8,28000,19000,5,26600.0,212800.0,152000,60800.0
V02526,2023-08-02,8,August,T3,Wednesday,C099,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Agua Cristal 1.5L x12,Agua,6,28000,19000,0,28000.0,168000.0,114000,54000.0
V02527,2023-08-03,8,August,T3,Thursday,C060,Tienda La Esquina,Tienda,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Agua Cristal 1.5L x12,Agua,6,28000,19000,0,28000.0,168000.0,114000,54000.0
V02528,2023-08-03,8,August,T3,Thursday,C054,Tienda El Vecino,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Águila Lata x30,Cerveza,7,72000,58000,0,72000.0,504000.0,406000,98000.0
V02529,2023-08-03,8,August,T3,Thursday,C053,Tienda El Pariente,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Malta Leona x30,Malta,1,46000,35000,0,46000.0,46000.0,35000,11000.0
V02530,2023-08-03,8,August,T3,Thursday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Águila Lata x30,Cerveza,2,72000,58000,0,72000.0,144000.0,116000,28000.0
V02531,2023-08-03,8,August,T3,Thursday,C072,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,San Marcos Centro,Jhon Pérez,Malta Leona x30,Malta,2,46000,35000,0,46000.0,92000.0,70000,22000.0
V02532,2023-08-03,8,August,T3,Thursday,C099,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Club Colombia x24,Cerveza,10,85000,68000,0,85000.0,850000.0,680000,170000.0
V02533,2023-08-03,8,August,T3,Thursday,C012,Minimercado La Pola,Minimercado,Ruta Caimito,Caimito,Vereda El Palmar,Jhon Pérez,Águila Lata x30,Cerveza,2,72000,58000,5,68400.0,136800.0,116000,20800.0
V02534,2023-08-03,8,August,T3,Thursday,C097,Minimercado Don Jorge,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Luis Hernández,Electrolit x12,Electrolit,4,55000,40000,2,53900.0,215600.0,160000,55600.0
V02535,2023-08-03,8,August,T3,Thursday,C018,Tienda El Rincón,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Luis Hernández,Agua Cristal 1.5L x12,Agua,8,28000,19000,0,28000.0,224000.0,152000,72000.0
V02536,2023-08-03,8,August,T3,Thursday,C079,Tienda El Campesino,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Carlos Martínez,Malta Leona x30,Malta,3,46000,35000,0,46000.0,138000.0,105000,33000.0
V02537,2023-08-03,8,August,T3,Thursday,C039,Restaurante El Pariente,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Luis Hernández,Electrolit x12,Electrolit,1,55000,40000,0,55000.0,55000.0,40000,15000.0
V02538,2023-08-03,8,August,T3,Thursday,C101,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Águila Botella x30,Cerveza,2,68000,54000,0,68000.0,136000.0,108000,28000.0
V02539,2023-08-03,8,August,T3,Thursday,C032,Minimercado Doña Carmen,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Malta Pony x30,Malta,2,48000,36000,2,47040.0,94080.0,72000,22080.0
V02540,2023-08-03,8,August,T3,Thursday,C075,Restaurante Don Jorge,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Póker Botella x30,Cerveza,4,66000,52000,0,66000.0,264000.0,208000,56000.0
V02541,2023-08-04,8,August,T3,Friday,C107,Tienda El Pariente,Tienda,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Carlos Martínez,Agua Cristal 600ml x24,Agua,3,22000,15000,0,22000.0,66000.0,45000,21000.0
V02542,2023-08-04,8,August,T3,Friday,C065,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda Cañaveral,Jhon Pérez,Malta Pony x30,Malta,8,48000,36000,5,45600.0,364800.0,288000,76800.0
V02543,2023-08-04,8,August,T3,Friday,C057,Bar/Estadero El Amigo,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Jhon Pérez,Costeña Litro x12,Cerveza,3,55000,43000,5,52250.0,156750.0,129000,27750.0
V02544,2023-08-04,8,August,T3,Friday,C051,Minimercado El Vecino,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Luis Hernández,Póker Lata x30,Cerveza,3,70000,56000,5,66500.0,199500.0,168000,31500.0
V02545,2023-08-04,8,August,T3,Friday,C008,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Póker Lata x30,Cerveza,9,70000,56000,5,66500.0,598500.0,504000,94500.0
V02546,2023-08-04,8,August,T3,Friday,C016,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Vereda Pueblito,Carlos Martínez,Agua Cristal 600ml x24,Agua,8,22000,15000,0,22000.0,176000.0,120000,56000.0
V02547,2023-08-04,8,August,T3,Friday,C039,Restaurante El Pariente,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Andrés Díaz,Malta Leona x30,Malta,2,46000,35000,2,45080.0,90160.0,70000,20160.0
V02548,2023-08-04,8,August,T3,Friday,C052,Superete La Pola,Superete,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Costeña x30,Cerveza,5,60000,47000,0,60000.0,300000.0,235000,65000.0
V02549,2023-08-05,8,August,T3,Saturday,C103,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Malta Leona x30,Malta,10,46000,35000,0,46000.0,460000.0,350000,110000.0
V02550,2023-08-05,8,August,T3,Saturday,C014,Tienda El Vecino,Tienda,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Costeña x30,Cerveza,3,60000,47000,0,60000.0,180000.0,141000,39000.0
V02551,2023-08-05,8,August,T3,Saturday,C060,Tienda La Esquina,Tienda,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Club Colombia x24,Cerveza,1,85000,68000,0,85000.0,85000.0,68000,17000.0
V02552,2023-08-05,8,August,T3,Saturday,C054,Tienda El Vecino,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Carlos Martínez,Agua Cristal 1.5L x12,Agua,9,28000,19000,0,28000.0,252000.0,171000,81000.0
V02553,2023-08-05,8,August,T3,Saturday,C105,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Electrolit x12,Electrolit,9,55000,40000,0,55000.0,495000.0,360000,135000.0
V02554,2023-08-05,8,August,T3,Saturday,C055,Minimercado El Rincón,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Carlos Martínez,Póker Lata x30,Cerveza,3,70000,56000,0,70000.0,210000.0,168000,42000.0
V02555,2023-08-05,8,August,T3,Saturday,C019,Tienda Doña Carmen,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Carlos Martínez,Agua Cristal 600ml x24,Agua,3,22000,15000,0,22000.0,66000.0,45000,21000.0
V02556,2023-08-05,8,August,T3,Saturday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Andrés Díaz,Costeña Litro x12,Cerveza,2,55000,43000,5,52250.0,104500.0,86000,18500.0
V02557,2023-08-05,8,August,T3,Saturday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Costeña Litro x12,Cerveza,8,55000,43000,2,53900.0,431200.0,344000,87200.0
V02558,2023-08-05,8,August,T3,Saturday,C059,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Malta Pony x30,Malta,9,48000,36000,5,45600.0,410400.0,324000,86400.0
V02559,2023-08-05,8,August,T3,Saturday,C016,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Vereda Pueblito,Carlos Martínez,Póker Lata x30,Cerveza,6,70000,56000,2,68600.0,411600.0,336000,75600.0
V02560,2023-08-05,8,August,T3,Saturday,C073,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Jhon Pérez,Malta Pony x30,Malta,10,48000,36000,0,48000.0,480000.0,360000,120000.0
V02561,2023-08-05,8,August,T3,Saturday,C050,Superete El Rincón,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Luis Hernández,Águila Lata x30,Cerveza,1,72000,58000,5,68400.0,68400.0,58000,10400.0
V02562,2023-08-05,8,August,T3,Saturday,C002,Restaurante El Paisa,Restaurante,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Póker Botella x30,Cerveza,2,66000,52000,5,62700.0,125400.0,104000,21400.0
V02563,2023-08-05,8,August,T3,Saturday,C075,Restaurante Don Jorge,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Luis Hernández,Agua Cristal 600ml x24,Agua,8,22000,15000,0,22000.0,176000.0,120000,56000.0
V02564,2023-08-05,8,August,T3,Saturday,C039,Restaurante El Pariente,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Luis Hernández,Electrolit x12,Electrolit,4,55000,40000,0,55000.0,220000.0,160000,60000.0
V02565,2023-08-05,8,August,T3,Saturday,C005,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Electrolit x12,Electrolit,7,55000,40000,0,55000.0,385000.0,280000,105000.0
V02566,2023-08-05,8,August,T3,Saturday,C083,Superete El Rincón,Superete,Ruta San Marcos,San Marcos,Barrio La Esperanza,Jhon Pérez,Águila Lata x30,Cerveza,10,72000,58000,0,72000.0,720000.0,580000,140000.0
V02567,2023-08-05,8,August,T3,Saturday,C084,Superete El Paisa,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Águila Lata x30,Cerveza,2,72000,58000,0,72000.0,144000.0,116000,28000.0
V02568,2023-08-07,8,August,T3,Monday,C081,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Barrio La Esperanza,Luis Hernández,Malta Leona x30,Malta,5,46000,35000,0,46000.0,230000.0,175000,55000.0
V02569,2023-08-07,8,August,T3,Monday,C108,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Luis Hernández,Electrolit x12,Electrolit,3,55000,40000,0,55000.0,165000.0,120000,45000.0
V02570,2023-08-07,8,August,T3,Monday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Águila Botella x30,Cerveza,10,68000,54000,0,68000.0,680000.0,540000,140000.0
V02571,2023-08-07,8,August,T3,Monday,C023,Bar/Estadero La Esquina,Bar/Estadero,Ruta Caimito,Caimito,Vereda San Pedro,Jhon Pérez,Póker Botella x30,Cerveza,1,66000,52000,0,66000.0,66000.0,52000,14000.0
V02572,2023-08-07,8,August,T3,Monday,C042,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Jhon Pérez,Costeña x30,Cerveza,7,60000,47000,2,58800.0,411600.0,329000,82600.0
V02573,2023-08-07,8,August,T3,Monday,C014,Tienda El Vecino,Tienda,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Costeña x30,Cerveza,3,60000,47000,5,57000.0,171000.0,141000,30000.0
V02574,2023-08-07,8,August,T3,Monday,C090,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,Vereda Buenavista,Andrés Díaz,Póker Botella x30,Cerveza,4,66000,52000,2,64680.0,258720.0,208000,50720.0
V02575,2023-08-07,8,August,T3,Monday,C058,Bar/Estadero El Campesino,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Luis Hernández,Agua Cristal 1.5L x12,Agua,6,28000,19000,0,28000.0,168000.0,114000,54000.0
V02576,2023-08-07,8,August,T3,Monday,C049,Superete El Rincón,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Andrés Díaz,Águila Botella x30,Cerveza,8,68000,54000,0,68000.0,544000.0,432000,112000.0
V02577,2023-08-07,8,August,T3,Monday,C018,Tienda El Rincón,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Luis Hernández,Águila Botella x30,Cerveza,10,68000,54000,0,68000.0,680000.0,540000,140000.0
V02578,2023-08-07,8,August,T3,Monday,C082,Restaurante El Campesino,Restaurante,Ruta San Marcos,San Marcos,Barrio La Esperanza,Jhon Pérez,Agua Cristal 1.5L x12,Agua,5,28000,19000,0,28000.0,140000.0,95000,45000.0
V02579,2023-08-07,8,August,T3,Monday,C074,Tienda La Esquina,Tienda,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Agua Cristal 600ml x24,Agua,4,22000,15000,0,22000.0,88000.0,60000,28000.0
V02580,2023-08-07,8,August,T3,Monday,C072,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Águila Lata x30,Cerveza,4,72000,58000,0,72000.0,288000.0,232000,56000.0
V02581,2023-08-07,8,August,T3,Monday,C026,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Costeña Litro x12,Cerveza,6,55000,43000,0,55000.0,330000.0,258000,72000.0
V02582,2023-08-07,8,August,T3,Monday,C033,Minimercado Don Jorge,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Club Colombia x24,Cerveza,2,85000,68000,2,83300.0,166600.0,136000,30600.0
V02583,2023-08-07,8,August,T3,Monday,C063,Bar/Estadero El Vecino,Bar/Estadero,Ruta La Unión,La Unión,Vereda Cañaveral,Carlos Martínez,Agua Cristal 1.5L x12,Agua,10,28000,19000,2,27440.0,274400.0,190000,84400.0
V02584,2023-08-07,8,August,T3,Monday,C057,Bar/Estadero El Amigo,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Jhon Pérez,Costeña Litro x12,Cerveza,10,55000,43000,0,55000.0,550000.0,430000,120000.0
V02585,2023-08-08,8,August,T3,Tuesday,C061,Superete Don Jorge,Superete,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Malta Leona x30,Malta,1,46000,35000,0,46000.0,46000.0,35000,11000.0
V02586,2023-08-08,8,August,T3,Tuesday,C034,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Vereda Palo Alto,Jhon Pérez,Águila Botella x30,Cerveza,10,68000,54000,2,66640.0,666400.0,540000,126400.0
V02587,2023-08-08,8,August,T3,Tuesday,C084,Superete El Paisa,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Costeña x30,Cerveza,2,60000,47000,0,60000.0,120000.0,94000,26000.0
V02588,2023-08-08,8,August,T3,Tuesday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Agua Cristal 1.5L x12,Agua,8,28000,19000,0,28000.0,224000.0,152000,72000.0
V02589,2023-08-08,8,August,T3,Tuesday,C005,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Electrolit x12,Electrolit,1,55000,40000,0,55000.0,55000.0,40000,15000.0
V02590,2023-08-08,8,August,T3,Tuesday,C044,Minimercado La Pola,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Carlos Martínez,Agua Cristal 600ml x24,Agua,9,22000,15000,0,22000.0,198000.0,135000,63000.0
V02591,2023-08-08,8,August,T3,Tuesday,C054,Tienda El Vecino,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Luis Hernández,Costeña Litro x12,Cerveza,8,55000,43000,0,55000.0,440000.0,344000,96000.0
V02592,2023-08-08,8,August,T3,Tuesday,C026,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Águila Lata x30,Cerveza,1,72000,58000,0,72000.0,72000.0,58000,14000.0
V02593,2023-08-08,8,August,T3,Tuesday,C043,Superete Doña Carmen,Superete,Ruta La Unión,La Unión,Vereda El Paraíso,Jhon Pérez,Agua Cristal 1.5L x12,Agua,10,28000,19000,0,28000.0,280000.0,190000,90000.0
V02594,2023-08-08,8,August,T3,Tuesday,C098,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Agua Cristal 1.5L x12,Agua,8,28000,19000,0,28000.0,224000.0,152000,72000.0
